gene_name	length
LINC01167	604
C1DP3	423
AL117339.1	1534
CR769776.1	787
FDPSP8	1089
AL353768.1	487
AL035443.1	736
MUC20P1	1680
ATP2B2-IT2	507
HSPA8P7	1948
BRAFP1	2703
RPSAP50	852
OR4F2P	938
CENPIP1	902
EIF4A2P4	1196
MIPEPP2	1819
S100A15A	181
AC006026.1	1803
CETN4P	3858
AL138775.1	575
AC012363.1	575
AP000704.1	2266
KRT18P39	1299
IQCF4	1174
AL022326.1	1804
NTM-AS1	703
RPL32P1	410
AL359092.1	265
AL139397.1	644
RPS27AP6	448
TUBB4BP2	798
LINC00853	661
ARL5AP4	512
DUX4L9	1259
SRGAP3-AS1	428
BEND3P2	2254
AL355482.1	2463
TMEM72-AS1	3300
AC114812.2	663
AL691447.1	387
NAP1L4P2	899
AC010789.1	291
AC096677.2	598
AC093843.1	512
BTF3P4	495
COL4A2-AS2	1522
THRB-IT1	1754
RORB-AS1	1178
AC019109.1	1874
LINC00265-2P	782
TOMM20P1	427
OR2X1P	687
TMEM183B	1128
LINC01689	2071
BTF3P9	283
AL356498.1	334
GCSHP5	522
RPL12P17	498
AL161908.1	943
LINC00240	6481
AC107079.1	669
AL133351.1	539
AL589843.1	425
LINC00502	1000
MTND5P24	1767
LINC00393	5026
CDKN2A-DT	823
OPA1-AS1	497
AL035398.1	322
LINC01691	426
RPL29P11	492
GXYLT1P2	1230
YBX1P1	960
LINC01398	1398
AC011447.1	441
AC009518.1	1601
USP9YP25	443
AC062016.1	319
AL391244.1	2525
CDY13P	1015
AC083949.1	947
AL121901.1	366
NDUFAF8	1376
AC011754.1	491
MTCYBP29	1006
AC068279.1	888
Z99716.1	515
AC034187.1	561
EIPR1-IT1	718
AL132656.1	490
AL513318.1	991
AC138028.2	4797
AC007899.1	775
RPS4XP16	997
AL160162.1	563
VPS26BP1	755
SIGLEC30P	941
POT1-AS1	6304
AC019155.3	600
AL365258.1	247
GAGE12H	527
AC005534.1	742
AL021155.1	2637
AP001347.1	1770
SRP14P1	355
RPL21P91	479
TIMM8BP2	251
LINC01766	362
LINC00863	3287
APOC4-APOC2	1829
AC016694.1	700
AC066595.1	399
AL591684.1	234
TACC1P1	1454
AL050303.1	458
LINC00320	2325
NDUFA5P10	357
KRT8P30	650
AC152010.1	2006
LINC02262	735
LINC01034	277
AL391684.1	6898
AL589678.1	561
SUCLA2P1	1370
LINC00184	2270
PRRT4	3683
AL137014.1	1226
AL663023.1	853
CASC6	733
AL353150.1	1038
AC007312.1	258
VN1R25P	738
ATP5MC1P8	294
AL589872.1	288
AL390066.1	2302
SRIP3	219
KCTD10P1	625
LINC01266	4075
PGM5-AS1	604
AC017002.1	881
PPP4R3C	3131
LINC01752	438
PSAT1P4	526
U82695.1	2167
TRAPPC2P3	321
LINC02586	748
TBC1D3P6	962
AC009303.1	352
LINC01645	491
AL645608.1	471
AC245427.1	263
SUMO2P3	288
AL513412.1	553
LARGE-AS1	2929
INE1	945
PARP4P2	3326
AL121983.1	335
BX682237.1	335
RPL23AP85	433
AC000367.1	1766
TMEM233	3146
AL512363.1	586
AL590714.1	379
PPP1R8P1	1044
AL024507.1	274
AL158207.1	341
FAM41AY1	906
AL445645.1	1019
RPL29P12	467
LINC01526	520
VTA1P1	866
AC010082.1	546
AL732323.1	456
OR51A5P	942
AC211485.1	1107
AL929288.1	746
AC000067.1	287
AC234781.2	994
AL671862.1	349
AL121872.1	469
KCTD9P1	1167
LINC00328-2P	219
AP004289.1	2205
AC092647.1	287
UBE2D3P1	444
AC015977.1	292
KIF4CP	1279
AC091492.1	272
IFNWP4	294
AC096541.1	1807
AL355483.1	237
EIF4BP7	1813
AL162586.1	2247
CDK4P1	828
EIF1AX-AS1	378
LINC01058	448
RPL18AP2	482
AC018814.1	357
MTND5P27	1720
AL035423.1	213
AL355592.1	386
HMGB3P22	825
PRPF38AP1	933
AL606490.1	765
AL121894.1	436
AC012485.1	3890
AC092941.1	427
CATIP-AS1	775
AC093422.2	686
LINC01802	523
Z93929.1	1475
RPL23AP2	466
AL080312.1	824
AC004552.1	348
OR7E116P	957
AL603832.1	449
WWC3-AS1	578
LINC00337	2358
AL365338.1	858
FTH1P22	520
PFN1P4	402
DAP3P1	278
GRTP1-AS1	1177
AL450226.1	710
AL162726.1	455
AL583808.1	499
SNORA71A	134
AL355336.1	1676
RPL3P7	1212
SETP20	852
AL445250.1	6798
BCRP1	691
ATP6V1E1P1	681
DPY19L2P5	331
OR52K3P	2160
AL157373.1	276
LINC01076	302
AL162457.2	1354
AC092484.1	833
ZBTB45P1	1456
PNMA6F	3348
AC083900.1	469
AL157392.1	373
AL355310.1	596
AL353193.1	268
ARSDP1	1215
AL392103.1	198
EEF1B2P5	548
AL603841.1	664
AL139008.1	228
RPL23AP36	458
RANP4	655
AL365194.1	361
LINC00237	1735
LINC00972	813
AL035250.1	593
PSME2P2	700
MORF4L1P4	976
PGBD4P5	426
DYNC1I2P1	1838
SLC9A3-AS1	4302
AL358216.1	1657
AC114495.1	436
AC018643.1	414
AC073957.1	535
RPS12P10	377
AL050338.1	786
GOLGA2P7	4915
AL160290.1	416
AL450996.1	1202
TOMM22P5	439
AC012354.1	2685
HSPE1P24	238
NPM1P39	867
LINC00618	700
AC090071.1	644
AC012462.1	825
TXNP2	295
BRI3P1	378
AL049737.1	1403
DUTP6	462
AC096631.1	1079
AL662890.1	709
OSTM1-AS1	3452
AC109780.1	1344
ATP5MGP4	307
FLJ46906	1220
RPSAP58	888
LINC00457	744
PVALEF	1803
AL121584.1	519
AC092601.1	383
AL353898.1	238
PPIAP8	492
AC073283.1	860
REREP1Y	198
PLEKHM1	9233
AL136455.1	1240
ZNF33BP1	1834
RPS12P26	396
LINC00092	4849
AC078962.1	281
RPL10P17	316
SSXP3	1300
AC246787.1	627
AL139230.1	425
AC078883.1	2447
MIR137HG	7172
AL133387.1	382
AC092637.1	510
DUXAP9	4846
AKR1B1P6	839
AC073367.1	697
AC079790.1	507
SMARCE1P1	1186
AC007362.1	1623
HSPA7	1927
AP001628.1	285
PLA2G12AP2	264
CHCHD4P5	427
RPS27AP12	465
ARL2BPP10	531
LINC01795	813
AC008937.1	914
LINC02470	979
AL592402.1	440
TRAPPC12-AS1	908
INTS6L-AS1	398
AP000936.2	681
Z93015.1	390
RPL21P107	460
AC117490.1	60
COX6B1P7	235
AL021026.1	796
AC069152.1	544
RPS2P1	821
LINC00378	481
RPL5P25	775
AC011225.1	369
ARMC8P1	1289
LINC01297	855
TRAPPC2P5	308
AC009478.1	562
ST13P6	1102
PCDH9-AS3	479
ZNRF2P2	887
TAF1A-AS1	1450
RPL8P2	502
LINC00705	1745
CICP12	843
AC074281.1	2081
AL451074.3	472
NUP210P2	282
MTND1P18	573
AL121987.1	645
AL158013.1	615
AP000350.2	1763
AC018693.1	550
LINC01770	851
AC005105.1	792
OFD1P13Y	1232
RPL29P29	423
AL158212.1	315
ABCD1P4	604
OSTCP2	444
MTND4P4	1366
AC126124.1	185
LINC00113	611
AL139240.1	505
AL591623.1	1960
AL117341.1	373
AC106901.1	698
ASS1P11	1216
DNAJC19P4	345
AL024474.2	501
AL513327.1	4015
AC018634.1	401
AL591178.1	454
LINC00350	1112
LINC01427	6319
Z84721.1	372
AL583804.1	810
USP9YP19	485
USP17L3	1593
LINC01594	611
LHFPL3-AS2	2375
AF064860.1	544
LINC01678	867
AL035404.1	568
AL391811.1	423
AC016027.1	2235
HMGB3P1	573
AL353608.1	416
RPL23AP18	468
AL354740.1	8287
AC013269.1	727
AC079630.1	2280
RPL21P66	466
AL035252.1	895
SNX18P3	1952
SLC25A5P8	898
AC022080.2	533
FREM2-AS1	465
RPL31P53	348
RPL7AP52	790
ARL6IP1P2	563
AC093840.1	336
RPF2P1	906
MIPEPP1	2027
AL358393.1	532
AL772155.2	472
PPP1R26-AS1	3750
CT62	2855
ATP6V0E1P1	226
AC078942.1	589
TDGF1P3	2710
AC009506.2	840
AC243962.1	579
CICP8	2813
TMEM246-AS1	860
NRSN2-AS1	875
AC015977.2	567
IGKV1OR9-2	277
RPS5P7	608
SFTA1P	824
AL606662.1	553
AL353572.1	417
AC099754.1	454
AL591896.1	491
NHEG1	1357
AC016700.1	312
BX571846.1	553
AC106883.1	562
FAM236D	463
AC244505.3	187
PGM5P4	445
AC121247.1	1232
RAB28P5	651
TGIF2P1	685
AC010878.1	1047
RPL26P34	451
RPS15AP17	390
AC080125.1	684
AC025188.1	600
AL136980.1	543
CR786580.1	3228
LINC02557	477
CCRL1P1	1053
AC104843.1	319
AL049648.1	282
AKR1C5P	609
RPL21P3	478
AC104134.1	1747
AC019330.1	2134
RBMS1P1	1156
TNPO1P1	1138
AL391869.1	475
LINC00331	376
NDUFB4P7	363
LINC01671	1775
MTND1P12	147
LINC01504	2458
PACRG-AS2	1542
KRT41P	1293
BOLA3-AS1	1834
MPRIP-AS1	1058
AC004938.1	308
LINC01867	604
LINC01763	1547
RPS15AP10	382
AC009477.1	217
RAB6C-AS1	3949
AL021707.1	500
AC092634.2	1010
TPI1P4	473
AC073346.1	1084
AL049812.2	594
AL590233.1	456
FDPSP1	1071
ZNF70P1	624
RFPL1S	6271
OFD1P10Y	1433
AL023773.1	1124
JPX	13557
BX119917.1	502
AL136366.1	1054
ATP13A4-AS1	1046
AC099789.1	141
MTCO3P5	714
AC099730.1	1177
AL031737.1	223
PLCB1-IT1	558
AC006548.1	102
RPS6P14	719
RPL22P4	390
NUTM2B-AS1	14755
AL663058.1	353
AL390119.1	312
AC092447.4	673
AL354707.1	2839
UBE2Q2P4Y	207
GBP1P1	2352
LINC01107	1975
AC104651.1	735
KCNMA1-AS2	457
AC002064.1	733
RPL15P4	580
SNRPFP3	225
GAPDHP16	962
AC104332.1	797
CYP4A22-AS1	921
AC069282.1	526
SSXP5	287
AIFM1P1	1841
PCDH8P1	2773
LINC00475	3858
AL158824.1	450
MTND1P34	671
FAM197Y5	1119
LINC01703	821
AL365434.1	380
TTTY16	192
AC005237.1	559
AL592114.2	532
IGKV6D-21	409
MKRN2OS	1829
AL450384.1	413
Z82206.1	1322
SP3P	2065
AL807761.2	729
AL731684.1	439
PAWRP1	565
LINC01393	1830
STIP1P3	1624
AC073325.1	542
OR5BE1P	1176
LINC01821	1532
ZNF385D-AS1	705
AC245452.2	392
AL162399.1	130
LINC02476	1994
LINC01980	2505
SELENOKP3	1179
AL157827.1	132
NAALADL2-AS1	804
AL359764.1	668
AP000320.1	471
C2CD4D	1757
MTCO3P20	688
UBE2D3P2	445
AC083867.1	457
FAM197Y8	2863
LINC01710	390
AC006076.1	345
LINC01492	4421
AC093155.1	826
CCT4P2	1548
AC013733.1	985
DOCK4-AS1	2494
RPL35P5	370
DRAXINP1	948
NCBP2-AS1	562
EDNRB-AS1	601
AL358942.1	1178
TRIM53AP	1544
AC011193.1	350
AC004690.1	328
IPPKP1	768
AC096669.1	1305
BX248409.1	255
AC098826.1	471
LINC01623	3098
AL606519.1	580
MTOR-AS1	763
AC244394.1	1665
AC092813.1	1121
AC005281.1	911
CDY20P	1279
AC007679.1	781
LINC02158	897
AC099552.2	456
LINCMD1	462
ZNF469	13287
RBMY2UP	324
AL138785.1	331
MYT1L-AS1	3244
AC104463.1	365
PPIAP17	471
AGBL4-IT1	514
TBL1YP1	1026
AC090517.1	266
C9orf135-DT	1472
MTND2P28	1044
AL161644.1	1111
HNRNPA3P15	1026
AP001046.1	2816
PABPC1P12	2175
PGAM1P2	725
LINC01729	358
SNRPEP5	278
AL606491.1	483
RPL35AP4	102
AC005487.1	665
SBDSP1	1239
AC064875.1	2846
EIF2S2P5	968
KCNMA1-AS3	701
RNF19BPY	1550
BX255923.1	681
AL118511.2	311
LINC01716	996
TAF13P2	286
Z99497.1	135
RPL14P5	730
AC012519.1	610
MCRIP1	3726
YWHAZP8	731
SAR1AP3	592
RPL23AP27	451
CADM3-AS1	5208
FCF1P6	595
CCNT2P1	1315
AC104164.1	590
IPO7P2	1750
LINC01771	567
AC002378.1	298
AP000619.1	1000
AL163953.1	726
AC005730.1	344
PACRG-AS3	4466
FAM225B	7407
TSPY5P	973
AL442647.1	481
TREML5P	576
LAGE3P1	484
HNRNPA1P35	963
SLC26A6	6373
IGHV3-72	440
EIF4A1P13	230
AC114737.1	453
AC004899.1	1714
PTPRD-AS1	2494
AL354984.2	1024
AL355149.1	882
AL512326.1	721
ATP5MC2P1	426
RPL30P1	339
AL512504.1	778
ELOCP13	329
AC092100.1	1530
NMNAT1P2	860
AL031846.1	640
AL592166.1	765
BX890604.1	474
MTND6P15	521
ASH2LP3	1642
FAM66E	2841
AC007000.2	487
AL139184.1	850
AL034399.1	380
AL096772.1	781
AP001627.1	1754
FGD5-AS1	5131
NEK4P1	879
NRG3-AS1	813
NPM1P18	732
ELOCP6	328
AC245517.1	1262
LINC02036	970
AC017002.2	792
MEG8	11109
AL357500.1	279
AC087501.1	715
AL023581.1	455
AL451063.1	1133
DBH-AS1	2139
RPS17P17	409
LINC00489	543
LINC00431	1189
AL596247.1	442
LINC01389	483
P3H2-AS1	730
LINC01831	493
DHRS4L1	1272
AL049637.1	503
AL161646.1	1013
CROCCP1	5675
RPS29P3	171
SIRPAP1	1770
AL137220.1	661
DDX39AP1	1181
PROSER2-AS1	3274
AL122001.1	370
OR6V1	1028
MIAT	11829
AL109610.1	431
LSM3P3	306
AC007953.1	560
TRAM2-AS1	2546
AC004540.2	882
AL080250.1	1519
AC073321.1	654
AC006463.1	232
MTND4P23	1363
UBDP1	382
AC025918.1	383
RABEPKP1	1026
WARSP1	454
MRPS11P1	522
DEFB131B	213
AL121917.1	1521
AC069281.1	570
DNAJC19P5	316
RBMY2KP	992
AL354771.1	602
AC009299.1	717
GRPEL2P2	670
AC092669.1	1228
GTF3AP5	697
AC118653.1	570
AC013269.2	444
UBXN7-AS1	386
RPL7P45	743
IGHD6-25	18
LINC00626	955
SFTPA3P	367
FAM229A	2845
ERCC6	16737
RPS18P1	458
AL035090.1	332
GS1-594A7.3	574
AL157400.1	368
TRMT2B-AS1	205
AC010970.1	1848
AC139712.2	339
NIPA2P1	976
AC112719.1	315
MKRN7P	1994
AL355490.1	805
HLA-S	53
AL451139.1	346
RUSC1-AS1	3516
PCNPP2	455
AL162431.1	748
BX295541.1	250
AL645939.1	991
AL022315.1	498
AC016582.1	4990
AC008696.1	615
LINC00368	650
AC245100.2	1679
LINC01529	4415
C3orf86	1204
AC024067.1	223
PSG8-AS1	1873
SERBP1P2	1164
AL109924.1	914
LINC00115	1317
AC009365.1	751
LINC01456	708
BMS1P11	885
AC098872.1	543
AC023590.1	2968
AL445490.1	1651
AC012368.1	2453
AL513365.2	529
AL136231.1	730
TRAPPC2P8	396
AC007742.1	329
AC002075.1	676
FRG2B	2097
HSPE1P13	297
MTND2P9	931
AL035404.2	304
MORF4L1P7	703
AL391244.2	543
AP000949.1	629
RPS27P16	201
AC009310.1	451
AL121871.1	436
AL138767.3	495
HCG23	8816
AC007879.2	551
RPL7P59	943
LINC01745	372
RIMKLBP2	654
NOL7	1865
RPL21P92	476
AC092393.1	742
TAB2-AS1	1364
AL672138.1	1015
CACYBPP1	684
AC000036.1	2030
LINC02249	5281
AL139246.2	1297
CTAGE4	2588
AC133965.1	354
AL592310.1	671
BANF1P5	259
AL731557.1	744
PCA3	14174
AL109741.1	403
C5orf67	767
LINC01875	660
AC016907.1	435
RIOK3P1	1528
AL121574.1	419
AL596448.1	392
AL158210.1	500
Z77249.1	1175
NTF4	1469
ODF2-AS1	407
AL512444.1	480
SATB2-AS1	4470
AL050320.1	446
AC231532.1	312
MTND4P3	541
AL441989.1	382
AC009950.1	3734
NRIR	973
AL117339.2	180
ELFN1	3845
ABHD11-AS1	662
AL500522.1	318
AC003071.1	789
MTND1P23	372
PIGBOS1	982
AC005550.1	312
LINC01534	1138
CKS1BP2	240
HAR1A	1882
AC010746.1	452
OR7E19P	968
AC102953.1	498
AL355482.2	1145
HMGB1P26	628
UBXN10-AS1	510
LAMP5-AS1	1928
SNRPEP7	220
RPL23AP34	410
TRGVA	285
OR4A8	945
NDUFA12P1	406
GTF2IP14	586
PPIAP37	493
AL591468.1	573
AL513303.1	1058
BX005266.2	2274
SEPT14P3	183
KCNIP2-AS1	850
AL355852.1	1771
OFD1P1Y	1225
AP001434.1	287
MRPS18BP1	192
AL358176.2	204
CCT8P1	1657
RPL36AP55	305
PRICKLE2-AS3	2496
CDK2AP2P3	372
AC026167.1	299
CT47A6	1298
COX5BP7	274
LGALS17A	2570
AC092802.1	2505
PFN1P12	534
LINC01772	3245
HLA-DQB3	356
FGF13-AS1	1145
AL035530.1	567
NANOGNBP1	480
AL590648.1	460
LINC01040	666
PPIAP21	501
AC005740.1	522
AC010745.1	637
CDY10P	1567
AP000561.1	435
AC234644.1	370
AP1S2P1	379
AL807761.3	329
YBX1P8	943
TLK2P1	3192
ZNF503-AS1	3426
LINC01776	2229
MEMO1P1	888
PAICSP1	1217
MTND4P32	1237
PHF2P2	3957
AC092570.1	469
HMGB3P20	600
PCMTD1P1	355
AC009531.1	580
PGBD4P6	610
ZBTB45P2	1531
AC009541.1	2662
LINC00623	2075
HNRNPA3P4	803
AL139275.1	824
AC016772.1	1261
PRSS44	1146
PHKG1P1	614
AL356309.1	339
AL138830.1	402
AC062028.1	856
USP12PX	1057
AC096915.1	512
SLC39A12-AS1	2581
AC113935.1	555
UQCRFS1P1	820
EIF3LP3	822
AC073283.2	677
AL158839.1	575
AL122017.1	786
LINC00937	5663
RBMY2AP	1157
RPS28P8	208
RPL7P3	714
AC087499.1	149
AC099342.1	1477
SEC11B	499
LINC02097	2063
SEPT7P3	621
AC004383.1	289
RAB28P1	641
BX323845.2	234
FCF1P4	183
AL133217.1	425
NDUFB4P5	361
AP001476.2	355
USP9YP6	854
AC090844.1	156
MTND3P1	220
Z80107.1	412
AHCTF1P1	6821
DDC-AS1	1776
FTCDNL1	2759
LINC01907	2609
PSMC1P12	1314
RPL26P9	433
AC013248.1	232
PPIAP66	498
RPS3AP46	682
AL356289.1	1477
AL359502.1	692
BAIAP2-DT	4773
AC004801.1	360
AL355339.1	605
AC244107.1	332
RPL35P8	337
Z98752.1	518
RPS27AP3	454
KRT16P6	1906
TUBBP10	1301
SLC25A39P1	1065
AL356124.1	864
Z93242.1	353
AC124944.1	741
RPL23AP76	458
OR52E3P	936
CLCP2	421
LINC01375	1860
AC137499.1	88
EIF4A1P5	1095
AL513185.1	162
FGFR3P6	610
AC244670.1	112
AP4B1-AS1	1734
AL589794.1	390
AL121885.1	451
AL139420.1	653
TEX22	2837
LINC00685	428
AC010536.1	2611
AL132671.1	308
RANP7	644
TRIM64FP	1371
ELOCP21	336
HNRNPA1P3	551
CLK3P2	1453
AL049548.1	385
LINC02519	2685
GAPDHP75	943
AL583785.1	512
AC112492.2	1030
SGMS1-AS1	12420
LINC01733	4604
AL157359.1	424
AC007790.1	782
BX470209.1	916
AL080316.1	499
AL513285.1	432
C8orf59P1	303
WASH8P	1817
AL445466.1	357
TRGV6	299
UBQLN4P2	948
RPS12P5	371
RPL19P1	428
AC079163.1	407
CICP22	1319
RPL26P19	438
AC079168.1	345
TSPY16P	468
PRELID3BP1	540
RPLP0P1	361
AC007237.1	499
NPIPB14P	1728
Z82188.1	154
KRT18P24	1156
LEMD1-AS1	2781
GAS1RR	4387
AC132807.1	458
AL031658.1	2013
LINC00381	1505
Z75746.1	2080
RPS17P8	335
RPL37AP1	279
ZNF32-AS1	434
KRT18P36	1276
SUPT4H1P1	340
AL365271.1	603
LINC00408	560
AL451060.1	511
AL135960.1	4036
MRPL35P3	364
PTP4A1P3	420
UBE2V2P1	398
GRM7-AS3	2974
GTF2H2B	3979
AC064836.1	704
PHKBP1	1951
ISM1-AS1	652
AC009961.1	2724
AC135977.1	959
ZNF736P2Y	1279
ARHGAP26-AS1	990
AC079305.2	561
AC093382.1	379
AC105393.1	674
PSPHP1	261
RPL12P10	498
AL049641.1	1948
AL031123.1	1317
ARPC3P1	533
NUP35P2	943
AL008733.1	469
TMEM191A	2707
OR52I2	6672
CDCA4P3	689
AC091729.2	302
AL606495.1	813
AC036101.1	597
AC007677.1	515
RAD23BP3	1152
RPSAP62	833
PDCL3P1	734
AC122683.1	717
AL358612.1	481
NPY6R	2988
HNRNPDLP1	550
AL122058.1	1293
SMARCE1P2	1219
AL022157.1	665
CFLAR-AS1	4334
MTCYBP12	1134
ZNF192P1	2547
LINC00351	911
RPS3AP38	763
LINC01811	1135
CROCC2	5978
AC006150.1	263
AL358453.1	250
RPSAP49	886
NUP50-DT	2263
AC005682.1	1467
AL606489.1	486
RPL23AP28	470
AL354836.1	681
AL359182.1	469
MRPS16P3	374
AL353616.2	1739
AC079150.2	78
RPS26P56	240
AC105402.1	545
MTCYBP39	491
NMD3P1	1488
CST12P	362
AC083822.1	201
VN2R10P	853
AC099066.1	534
PSPC1-AS2	376
TAF9P1	515
AL353803.1	800
RPS6P20	1109
KRT8P38	1430
ACTG1P24	877
RPL10AP6	652
TERF1P5	1207
FAM41AY2	906
HAGLROS	1121
LINC02089	682
AC097463.1	481
ST7-AS2	2866
USP9YP11	717
LINC00375	601
DCAF8L1	3457
LINC01345	1852
AL022310.1	690
AL135923.1	196
AC084809.1	591
LINC-PINT	6619
LINC01876	2716
PARD3-AS1	302
SORCS3-AS1	1278
ELL2P4	1376
MAPK6P6	1053
AL353658.1	789
MTATP6P21	189
IFNA20P	528
AC093423.1	142
MRPS21P5	231
AL031727.1	455
C12orf77	2683
AC013480.1	346
AC010385.1	256
AC006015.1	570
AL392089.1	450
AL133325.1	382
RBMX2P1	836
RPL23P11	411
AL450332.1	1586
AC104058.1	297
AC079355.1	223
AC018980.1	862
OR8T1P	918
MTCYBP38	1123
TPI1P1	750
MRPL23-AS1	1876
SLC16A1-AS1	10138
IGLV3-4	244
SLC25A5P5	897
AC093642.1	565
AL358613.1	442
AC012558.1	622
HMGN2P7	273
RPL15P13	645
AL590399.2	309
USP17L7	2022
AL121929.1	524
AC010342.1	877
AP000290.1	449
ANKRD18DP	3449
AC002367.1	405
AL442071.1	558
AC108161.1	402
AL365214.2	4132
PLCL2-AS1	311
AC006037.1	287
GAPDHP32	998
ACTR3BP6	1241
BX322234.1	980
NOTCH2P1	624
AL117337.1	444
RPL7AP51	760
CDY5P	1580
CYP2D8P	1490
LINC02542	822
AL033380.1	1342
AL121787.1	935
RPL22P3	381
OR10G5P	358
AL390198.1	1040
RPA2P2	796
AC018641.1	796
ADAM1B	2000
RPS29P33	146
Z93930.2	1470
AC008013.1	1995
PPIAP62	481
AP000532.1	177
LINC01748	10622
AC245028.1	256
UPF3AP1	1126
TMEM185B	2131
OR7H1P	922
ACTR3BP2	1373
ADIPOQ-AS1	3443
AL392088.1	670
AL606516.1	1861
RBM22P3	954
LINC01035	784
AL139254.1	376
LINC01824	528
AC104308.1	333
AC138647.1	660
FTOP1	861
RPL26P27	437
LINC00323	2439
LINC02549	674
RPSAP21	885
AL136380.1	162
AC243772.1	410
USF1P1	526
KRT8P27	1457
TMEM167AP1	219
AC007463.1	796
IPMKP1	855
LINC01918	1009
AC005588.1	162
UPK1A-AS1	795
AC004386.2	148
FAM138B	1232
LINC00390	340
KIRREL1-IT1	587
AC087499.2	1500
AC004994.1	313
AC074375.1	192
RPS7P10	603
AL049569.1	636
AP000289.1	1361
MTND1P1	368
AL158055.1	841
AL022718.1	84
BTBD9-AS1	560
AP000552.2	689
AL445487.1	1580
SETP15	337
OR7E33P	966
AC012512.1	718
GAPDHP73	1007
AL359633.1	310
AC114814.1	691
MYL6P1	453
RPL7P22	733
AL357552.1	415
SSU72P1	583
AC016722.1	652
SCDP1	1081
BX284613.1	1641
AC018735.1	1502
MTCL1P1	792
AGKP1	1263
NPM1P49	714
TRAF6P1	1558
AL590383.1	75
CYP4F26P	1137
FTH1P20	548
AL445493.1	77
AL390962.1	526
LINC00606	2960
AL450304.1	759
AL592429.2	4851
SNORD57	72
AC003071.2	315
AC060234.1	474
MICC	1055
AL132657.1	712
MTCYBP31	1122
RPL39P40	146
AC092634.3	637
UBE2V1P5	405
AC006455.1	517
UBE2V1P10	269
AC004911.1	871
AL356421.2	197
AC245291.1	328
IFNWP9	591
AL450344.2	614
CT47A9	1298
AL359979.1	487
PAPPA-AS2	1854
AC092567.1	251
FTLP3	528
AL390067.1	420
OFD1P2Y	1149
OR52M2P	959
RPL21P110	446
AL137001.1	199
LINC00343	4957
AC083855.1	258
AC092155.1	1281
AC005099.1	610
RBM17P1	1190
NOP56P2	769
SHANK2-AS1	2252
LINC00974	2141
SLC9A3P3	2229
UBE2V1P1	445
PPIAP28	485
AC006020.1	1854
AL357793.1	401
AL391647.1	511
ACTG1P12	1166
AL513314.1	318
AL121899.1	546
AP006216.1	419
RPL7P37	738
AL365356.1	1412
PLCG1-AS1	1462
AC019118.1	435
KIF4B	4378
PSMD10P2	1087
OR13Z1P	848
AC096732.1	477
RPL23AP30	501
AC021028.1	598
TRBV2	421
AC004973.1	635
CHMP1AP1	662
MTND4P10	1363
AL020998.1	229
SSR1P2	787
HSPA9P1	2029
AL136981.1	4835
AL354977.1	679
BCAS2P3	767
AC005008.1	612
LINC01108	3697
TEX41	15056
BX248123.1	687
IGBP1P1	1009
AL606748.1	655
AC073311.1	505
AC020595.1	533
PWWP2AP1	2273
CT47A12	1165
LINC01535	2187
ENTPD1-AS1	12528
AC013470.2	3737
NXNP1	1051
AL441943.1	432
ANKRD20A10P	1515
LENG8-AS1	1248
AL034380.1	306
AL360181.1	184
MTND4P25	533
RPL15P14	636
MIR217HG	900
NPM1P4	812
SDCBPP1	890
AL161452.1	1117
AL359458.1	400
AC073409.1	269
FGF12-AS3	291
FAM66C	4661
LINC01709	2062
AL589986.1	789
PTPRD-AS2	2838
SNRPGP8	226
EEF1DP2	843
LINC00424	680
AL513175.1	780
AC109780.2	845
PABPC1L2B-AS1	1167
TMEM256P2	341
RPL35AP30	331
AL138826.1	1490
SNRPGP12	213
AL358972.1	466
LINC02554	5052
HSBP1L1	2056
AC005326.1	123
AL512599.1	685
SMCR5	2844
AC007966.1	1472
AL360271.2	161
AF127936.1	695
CUTALP	7224
AL451105.1	189
AL606760.1	1181
VPS25P1	508
AC007365.1	627
PP12613	2230
DISC1-IT1	762
DAB1-AS1	4336
TAS2R46	930
AL451164.1	2361
SRRM5	2698
AC010145.1	516
RPSAP33	865
FABP7P1	391
AC114501.1	172
GAPDHP54	893
AC000124.1	957
AP001136.1	635
AL021393.1	539
AL663109.1	844
AC073910.1	438
KRTAP3-4P	280
FAM30A	9884
NAALADL2-AS2	1038
AC244035.1	630
TBCAP1	327
AC117465.1	522
TLK1P1	2440
PGAM4	765
AC110926.1	2825
HNRNPA3P1	1139
AC109826.1	2101
C13orf42	3617
MTND1P20	950
AC005828.1	524
AL138749.1	791
CACTIN-AS1	1913
OSTCP8	448
AL442647.2	857
ZNF451-AS1	4918
AL359839.1	1160
AC011893.1	1862
MROH5	4764
LINC00840	3825
AC112198.1	1220
AL117382.1	906
LINC01941	624
AL035407.1	571
AC005082.1	2259
SLC6A6P1	1850
MEIS1-AS3	707
AL592049.1	1188
AL390036.1	3711
SUGT1P1	476
AC006001.2	938
LINC01509	449
NPM1P11	855
AL591885.1	1799
AC093655.1	641
MED15P3	326
AC092164.1	1438
AC097059.1	980
AC018437.1	406
HMGB1P32	565
AC096582.1	349
MTND6P11	483
PAICSP3	1168
AL158834.1	466
AL606753.1	87
EEF1GP3	1288
LINC00348	948
PRPS1P1	876
AL109811.1	2682
AC004112.1	707
AC010894.2	791
AL451105.2	1234
RPSAP17	883
THORLNC	2253
DUTP3	415
LINC02051	690
AC109638.1	326
AL390835.1	901
AC104463.2	314
SHROOM2P1	2384
